artist_name|artist_uri
Justin Quiles|14zUHaJZo1mnYtn6IBRaRP
Noah Cyrus|55fhWPvDiMpLnE4ZzNXZyW
Darlene Love|391oLRVmoTkumiN79HkTWu
Doja Cat|5cj0lLjcoR7YOSnhnX0Po5
Gorillaz|3AA28KZvwAUcZuOKwyblJQ
Yo Gotti|6Ha4aES39QiVjR0L2lwuwq
Rauw Alejandro|1mcTU81TzQhprhouKaTkpq
Matt Maltese|12j6dJrPXanCBwY599pZxf
CRO|3utZ2yeQk0Z3BCOBWP7Vlu
Keith Urban|0u2FHSq3ln94y5Q57xazwf
Jawsh 685|56mfhUDKa1vec6rSLZV5Eg
Sia|5WUlDfRSoLAfcVSX1WnrxN
Tyler, The Creator|4V8LLVI7PbaPR0K2TGSxFF
WhoHeem|5KYEMMz9O9iLIESifKAEOp
Rvssian|1fctva4kpRbg2k3v7kwRuS
G-Eazy|02kJSzxNuaWGqwubyUba0Z
French Montana|6vXTefBL93Dj5IqAWq6OTv
Megan Thee Stallion|181bsRPaVXVlUKXrxwZfHK
benny blanco|5CiGnKThu5ctn9pBxv7DGa
Shirin David|0JBdTCGs111JKKYfLqOEBa
Sabrina Carpenter|74KM79TiuVKeVCqs8QtB0B
Orelsan|4FpJcNgOvIpSBeJgRg3OfN
Olivia Holt|188VINPQh5dyNfLUkevKqf
Sech|77ziqFxp5gaInVrF2lj4ht
Rae Sremmurd|7iZtZyCzp3LItcw1wtPI3D
Gesaffelstein|3hteYQFiMFbJY7wS0xDymP
NLE Choppa|0ErzCpIMyLcjPiwT4elrtZ
Miley Cyrus|5YGY8feqx7naU7z4HrwZM6
tha Supreme|19i93sA0D7yS9dYoVNBqAA
Jesy Nelson|73KwqWuob0R53I14Vs56p9
Florence + The Machine|1moxjboGR7GNWYIMWsRjgG
Rich The Kid|1pPmIToKXyGdsCF6LmqLmI
Macklemore & Ryan Lewis|5BcAKTbp20cv7tC5VqPFoC
Tones And I|2NjfBq1NflQcKSeiDooVjY
Kid Cudi|0fA0VVWsXO9YnASrzqfmYu
Burak Yeter|4ON1ruy5ijE7ZPQthbrkgI
Romeo Santos|5lwmRuXgjX8xIwlnauTZIP
Ritt Momney|7MPGCB854Qo4alYMOPkBka
Mustard|0YinUQ50QDB7ZxSCLyQ40k
MACHETE|7Do8se3ZoaVqUt3woqqSrD
Shawn Hook|7blkMNJv8n9ceP9zlA4W2U
Marc Seguí|5FQ8tBUtIamA2hRtatrYUF
Nimo|3ZuBEj9ppJe8GSdKaMTfMN
Sebastian Yatra|07YUOmWljBTXwIseAUd9TW
Jennifer Lopez|2DlGxzQSjYe5N6G9nkYghR
2 Chainz|17lzZA2AlOHwCwFALHttmp
Michael Jackson|3fMbdgg4jU18AjLCKBhRSm
Dynoro|3v6Ji4uoWtKRkhuDUaxi9n
Porky Slim|4ohRzp7ZzPQi3PzCiBrDAm
5 Seconds of Summer|5Rl15oVamLq7FbSb0NNBNy
Ruth B.|2WzaAvm2bBCf4pEhyuDgCY
BoyWithUke|1Cd373x8qzC7SNUg5IToqp
Johnny Mathis|21LGsW7bziR4Ledx7WZ1Wf
Creedence Clearwater Revival|3IYUhFvPQItj6xySrBmZkd
Capo Plaza|5SulO4l40qDuV9zUGLZx7n
Ricky Martin|7slfeZO9LsJbWgpkIoXBUJ
Agust D|5RmQ8k4l3HZ8JoPb4mNsML
MC Kevinho|1mXAhKnZEdF6rotyyd4GBi
Kacey Musgraves|70kkdajctXSbqSMJbQO424
A-Wall|56OjNTX2bkrdGcB0staUOV
Baby Keem|5SXuuuRpukkTvsLuUknva1
Matheus & Kauan|2Z0lRIqr997lIUiPtrpKCr
Becky G|4obzFoKoKRHIphyHzJ35G3
Zacari|3qBKjEOanahMxlRojwCzhI
Tim Berg|7iLc4hrjOjQPfg1E3cCHg1
Katy Perry|6jJ0s89eD6GaHleKKya26X
Ultimo|3hN3iJMbbBmqBSAMx5veDa
LUDMILLA|3CDoRporvSjdzTrm99a3gi
Ali Gatie|4rTv3Ejc7hKMtmoBOK1B4T
iann dior|6ASri4ePR7RlsvIQgWPJpS
C. Tangana|5TYxZTjIPqKM8K8NuP9woO
Famous Dex|0WOxhx4hikIsyF3CRPLC8W
BLANCO|1MRiIeZbc0cRuxOafDUCtH
Nekfeu|4LXBc13z5EWsc5N32bLxfH
Michael Bublé|1GxkXlMwML1oSg5eLPiAz3
DENNIS|6xlRSRMLgZbsSNd0BMobwy
VÉRITÉ|1Fr6agZ6iSM5Ynn2k4C8sc
Stan Kenton|2cFCoDyEaPrw8QVnrDlPKU
Vicente Fernández|4PPoI9LuYeFX8V674Z1R6l
zzoilo|7c53ZFyajVMTo08HmvoB6b
Ufo361|5pVRwX5ZQR7hfJ18w8ZYkl
Wisin & Yandel|1wZtkThiXbVNtj6hee6dz9
One Direction|4AK6F7OLvEQ5QYCBNiQWHq
John Amplificado|2zjdf1M6DGPcBFnvEYmydy
Kay Starr|7rpf45DdbpweG51Acze45i
Normani|2cWZOOzeOm4WmBJRnD5R7I
KAROL G|790FomKkXshlbRYZFtlgla
Pooh Shiesty|5F1aAS1duwlzExnPs3l2Xe
Bryan Adams|3Z02hBLubJxuFJfhacLSDc
YUNGBLUD|6Ad91Jof8Niiw0lGLLi3NW
Cauty|2QUvtLq6oQaX0LNsYY2fas
A$AP Mob|7yO4IdJjCEPz7YgZMe25iS
Andrew Andraos|0ffoIkovMbaG01Y6U2jyAS
Thalia|23wEWD21D4TPYiJugoXmYb
Green Day|7oPftvlwr6VrsViSDV7fJY
M.I.A.|0QJIPDAEDILuo8AIq3pMuU
Stray Kids|2dIgFjalVxs4ThymZ67YCE
Jay Rock|28ExwzUQsvgJooOI0X1mr3
Guaynaa|0BqURncJM5B1BBu7UM51eq
Reynmen|1Fg19vpUJpAAPFjnKaVYVW
Luis Fonsi|4V8Sr092TqfHkfAA5fXXqG
Belly|0FOWNUFHPnMy0vOw1siGqi
Nirvana|6olE6TJLqED3rqDCT0FyPh
Britney Spears|26dSoYclwsYLMAKD3tpOr4
Mc Jacaré|6qrqAYlS6lUj2BVXax7SZW
Pitbull|0TnOYISbd1XYRBk9myaseg
Cash Cash|1LOB7jTeEV14pHai6EXSzF
6LACK|4IVAbR2w4JJNJDDRFP3E83
Booba|58wXmynHaAWI5hwlPZP3qL
Robin Schulz|3t5xRXzsuZmMDkQzgOX35S
Chris Brown|7bXgB6jMjp9ATFy66eO08Z
SCH|2kXKa3aAFngGz2P4GjG5w2
Cosculluela|00me4Ke1LsvMxt5kydlMyU
Andy Williams|4sj6D0zlMOl25nprDJBiU9
Saweetie|6cK3NBO6uP7hh0oyuVELFl
MØ|0bdfiayQAKewqEvaU6rXCv
Pink Sweat$|1W7FNibLa0O0b572tB2w7t
Tee Grizzley|6AUl0ykLLpvTktob97x9hO
NEIKED|5H6xmHXjsq98NLbEjuE29f
Bizarrap|716NhGYqD1jl2wI1Qkgq36
Giveon|4fxd5Ee7UefO4CUXgwJ7IP
CKay|048LktY5zMnakWq7PTtFrz
A Boogie Wit da Hoodie|31W5EY0aAly4Qieq6OFu6I
Shakira|0EmeFodog0BfCgMzAIvKQp
Liam Payne|5pUo3fmmHT8bhCyHE52hA6
Amy Grant|72Nhcx7prNk2ZCxhx0Y5es
Clairo|3l0CmX0FuQjFxr8SK7Vqag
TOMORROW X TOGETHER|0ghlgldX5Dd6720Q3qFyQB
Pabllo Vittar|6tzRZ39aZlNqlUzQlkuhDV
Monsieur Periné|36KsCCwgI0Dep97yVJWmkK
Lil Wayne|55Aa2cqylxrFIXC767Z865
Maggie Lindemann|0uGk2czvcpWQA383Im6ajf
Kungs|7keGfmQR4X5w0two1xKZ7d
Os Barões Da Pisadinha|5Lv2GUVwqmQBPwrTrxucE5
Feid|2LRoIwlKmHjgvigdNGBHNo
JP Cooper|4kYGAK2zu9EAomwj3hXkXy
Olivia Rodrigo|1McMsnEElThX1knmY4oliG
MC Du Black|6v4PBIzRAGaLp43LVureQc
Jonas Blue|1HBjj22wzbscIZ9sEb5dyf
Jason Derulo|07YZf4WDAMNwqr4jfgOZ8y
Axwell /\ Ingrosso|2XnBwblw31dfGnspMIwgWz
DJ Patrick Muniz|2MUXvv3lFulPYMUCtNrEBu
KSI|1nzgtKYFckznkcVMR3Gg4z
KYLE|4qBgvVog0wzW75IQ48mU7v
Diplo|5fMUXHkw8R8eOP2RNVYEZX
Thirty Seconds To Mars|0RqtSIYZmd4fiBKVFqyIqD
Why Don't We|2jnIB6XdLvnJUeNTy5A0J2
João Gomes|4JNo6Q5KdcRf1vtSX9mB0S
Cali Y El Dandee|5DUlefCLzVRzNWaNURTFpK
Jeff Costa|7FMscVRC6dsjpDpgt1r4Hn
Blanco Brown|3yzRiNMZdTsSUgplcyYZ4i
Gentleman|5tlNJfV9UIpgnbWmvUEFu7
Janelle Monáe|6ueGR6SWhUJfvEhqkvMsVs
Madame|1vgQksyJ0IVz8y9XerEOy3
Kim Loaiza|1QivQCLVipV61DiQiyV14A
Jarabe De Palo|5B6H1Dq77AV1LZWrbNsuH5
Nathan Evans|1PKErrAhYFdfrDymGHRQRo
Kawe|1TYJOhNSxMOODWiDVhuyZb
Quavo|0VRj0yCOv2FXJNP47XQnx5
BROCKHAMPTON|1Bl6wpkWCQ4KVgnASpvzzA
Nas|20qISvAhX20dpIbOOzGK3q
Rich Music LTD|2kqUKsTuEj1lPbm6BSn1AU
Sarah Cothran|3kft86DbqCNr7rjq3pEj0G
Audioslave|2ziB7fzrXBoh1HUPS6sVFn
Luísa Sonza|4PzYKhC14sTJNEr0dzoo0d
Backstreet Boys|5rSXSAkZ67PYJSvpUpkOr7
Alan Walker|7vk5e3vY1uw9plTHJAMwjN
Black Eyed Peas|1yxSLGMDHlW21z4YXirZDS
Flo Rida|0jnsk9HBra6NMjO2oANoPY
S1mba|71jSVPQ6yskfyvWeiwvT5s
Starley|02A3cEvlLLCbIMVDrK2GHV
Tyga|5LHRHt1k9lMyONurDHEdrp
Justin Wellington|5lTjv8Ag00qHSGhvK4JbeF
Tove Lo|4NHQUGzhtTLFvgF5SZesLK
Vance Joy|10exVja0key0uqUkk6LJRT
Eagles|0ECwFtbIWEVNwjlrfc6xoL
Electric Light Orchestra|7jefIIksOi1EazgRTfW2Pk
Maria Becerra|1DxLCyH42yaHKGK3cl5bvG
Shindy|5j21TGkrNEAJe3gG9VlS34
Joyner Lucas|6C1ohJrd5VydigQtaGy5Wa
John Lennon|4x1nvY2FN8jxqAFA0DA02H
Brent Faiyaz|3tlXnStJ1fFhdScmQeLpuG
Lean Trap|3gTZHK9u10mTyoEoT9tJaE
DJ Luian|64aJYyrXljOodnUG6jvhRD
Peggy Lee|602DnpaSXJB4b9DZrvxbDc
Kiiara|4u5smJBskI6Adzv08PuiUP
Dalex|0KPX4Ucy9dk82uj4GpKesn
YG|0A0FS04o6zMoto8OKPsDwY
Ella Mai|7HkdQ0gt53LP4zmHsL0nap
Bas|70gP6Ry4Uo0Yx6uzPIdaiJ
Neil Diamond|7mEIug7XUlQHikrFxjTWes
Freeze corleone|76Pl0epAMXVXJspaSuz8im
The Cranberries|7t0rwkOPGlDPEhaOcVtOt9
Lil Mosey|5zctI4wO9XSKS8XwcnqEHk
Rochy RD|4riOEaOW5hCeqomFDBk0aP
Ofenbach|4AKwRarlmsUlLjIwt38NLw
Mura Masa|5Q81rlcTFh3k6DQJXPdsot
Charly Black|5sK8BsvyDl4TFA6KaBf8or
Killer Mike|2N4EYkIlG1kv25g6Wv8LGI
Gambi|1lB3I3SI30v2ZOpR4XQqzJ
Migrantes|48R2gYdPKtfnfKAzhSVPUx
K/DA|4gOc8TsQed9eqnqJct2c5v
Jonas Esticado|22jNvLBrXGKr4CcV2tw8Ag
Soundgarden|5xUf6j4upBrXZPg6AI4MRK
Conan Gray|4Uc8Dsxct0oMqx0P6i60ea
HRVY|28y6CyJNkGNjJQKrlx4AmN
OneRepublic|5Pwc4xIPtQLFEnJriah9YJ
Gradur|2tcoLkA9Hexz70Kuc1NTUl
Lexa|0jTDeBJQr3unrK29LklnAv
Mike Perry|6lB8vOoI4DRrrVxXwuV19c
True Damage|7xX15v6ahAkcT14kHfB9wB
Zé Felipe|7cmuxPnXRJxwuYDHfbD8Eu
Wolfine|2OnKRchqP7tT0FzTvWIFI7
Aya Nakamura|7IlRNXHjoOCgEAWN5qYksg
Tony Bennett|2lolQgalUvZDfp5vvVtTYV
A$AP Ferg|5dHt1vcEm9qb8fCyLcB3HL
24kGoldn|6fWVd57NKTalqvmjRd2t8Z
Dean Lewis|3QSQFmccmX81fWCUSPTS7y
Leon Bridges|3qnGvpP8Yth1AqSBMqON5x
BØRNS|1KP6TWI40m7p3QBTU6u2xo
Daya|6Dd3NScHWwnW6obMFbl1BH
Ludacris|3ipn9JLAPI5GUEo4y4jcoi
Sam Feldt|20gsENnposVs2I4rQ5kvrf
Kehlani|0cGUm45nv7Z6M6qdXYQGTX
Efendi|4oe1qp9xGSFxMYH4X9AXtl
Salmo|3hBQ4zniNdQf1cqqo6hzuW
PEDRO SAMPAIO|5wbf52LA6kcaboHSN6NEF1
Ray Parker Jr.|0NyzfcGDZZ6GM25EBG9BYK
Salvador Sobral|0GfYO21pue5u0sVEYk9HZO
James Brown|7GaxyUddsPok8BuhxN6OUW
Nick Jonas|4Rxn7Im3LGfyRkY2FlHhWi
Mabel|1MIVXf74SZHmTIp4V4paH4
RIN|18ISxWwWjV6rPLoVCXf1dz
Daryl Hall & John Oates|77tT1kLj6mCWtFNqiOmP9H
Passenger|0gadJ2b9A4SKsB1RFkBb66
Slade|10n5lhNDoSMUHWLlnST1yw
Kollegah|6gto7HVNhu4ARE3P3g8Y5Y
AJR|6s22t5Y3prQHyaHWUN1R1C
Felix Jaehn|4bL2B6hmLlMWnUEZnorEtG
Poo Bear|3JXpwnHbLvXxY99EuXqFPX
BENEE|0Cp8WN4V8Tu4QJQwCN5Md4
Martin Garrix|60d24wfXkVzDSfLS6hyCjZ
Shiva|2K5nCggbhSZ00YCYP5qkZS
Shakin' Stevens|0wi4yTYlGtEnbGo4ltZTib
Juliette|5coW9ioCpvEYGx4v1nvWec
Guè|7F2utINZ6tSokSiZTQBE27
Surfaces|4ETSs924pXMzjIeD6E9b4u
Hippie Sabotage|4dM6NDYSfLcspt8GLoT5aE
Eno|3GBBxBdoolb0B5YizZq9bF
José Feliciano|7K78lVZ8XzkjfRSI7570FF
Justin Hurwitz|2snm3HmsnDUDxbIChdl2Oj
SHAED|3KwmxIhSe9UTSEF37kwngR
CNCO|0eecdvMrqBftK0M1VKhaF4
Brytiago|00XhexlJEXQstHimpZN910
Ashley O|14scxEoUN7Dcx1m4EQ7oHe
XoMusic|0WjSAbrLXrBIpfWSrZIRi2
Zuna|2otUckChxWf2cp6UP2cD6e
Zoe Wees|03d2mJXSMtuPI0nIvLnhoS
Jhay Cortez|0EFisYRi20PTADoJrifHrz
State of Sound|05o1zW8b6PV6rEquXr74sB
Thomas Rhett|6x2LnllRG5uGarZMsD4iO8
Juju|4sg4no0TXdsrM1s4SVUwNF
Luan Santana|3qvcCP2J0fWi0m0uQDUf6r
Rammstein|6wWVKhxIU2cEi0K81v7HvP
Steve Lacy|57vWImR43h4CaDao012Ofp
Roddy Ricch|757aE44tKEUQEqRuT6GnEB
Ugly God|3Fdm9TFJQCLmC3AWMuGExi
Sefo|1ITjgqpqMDJlqZGAK3mlPQ
Riton|7i9j813KFoSBMldGqlh2Z1
Paulo Londra|3vQ0GE3mI0dAaxIMYe5g7z
Shelley FKA DRAM|5M0lbkGluOPXLeFjApw8r8
Omar Montes|3lY9Fxceu60W1rbon7PkuF
Vedo|3wVXTWabe3viT0jF7DfjOL
Jeremy Zucker|3gIRvgZssIb9aiirIg0nI3
Flipp Dinero|2HUwZ0kumzCSlhFcjFZfpp
Ant Saunders|4jpsw9CQS439N0B7SecMgf
Haftbefehl|6ynopZPMBXcIGBI9M02Un5
Jorja Smith|1CoZyIx7UvdxT5c8UkMzHd
Jona Lewie|3nohf4qILMr5aUSOsolwxB
CORPSE|7yntSJ6uojO3z6GFUVwhAW
Nause|4PVn1b2WnnXdq80C7uaZLZ
Regard|4ofCBoyEiGSePFAG500xev
MC Ingryd|09EYYUcfEDOvj3D5f45L99
Lou Monte|7dbKeVkihtOifdiu7f3rUg
Central Cee|5H4yInM5zmHqpKIoMNAx4r
TOOL|2yEwvVSSSUkcLeSTNyHKh8
Paloma Mami|7rOlQwf8OuFLFQp4aydjBt
Arizona Zervas|0vRvGUQVUjytro0xpb26bs
Oliver Tree|6TLwD7HPWuiOzvXEa3oCNe
Hozier|2FXC3k01G6Gw61bmprjgqS
Avril Lavigne|0p4nmQO2msCgU4IF37Wi3j
Ayo & Teo|27mFvqQj8KpjmdKIqcw1mG
Vince Guaraldi Trio|4ytkhMSAnrDP8XzRNlw9FS
Jason Mraz|4phGZZrJZRo4ElhRtViYdl
Mother Mother|0e86yPdC41PGRkLp2Q1Bph
Jess Glynne|4ScCswdRlyA23odg9thgIO
Rihanna|5pKCCKE2ajJHZ9KAiaK11H
IVE|6RHTUrRF63xao58xh9FXYJ
The Cratez|3pVfscwg2QxhdHtk966inb
siouxxie sixxsta|0OO76E5lRfeyBI3fkA73Dr
Robyn|6UE7nl9mha6s8z0wFQFIZ2
Vice|0q4NrXqJnc367PieejuROJ
Aretha Franklin|7nwUJBm0HE4ZxD3f5cy5ok
Sean Paul|3Isy6kedDrgPYoTS1dazA9
Henrique & Juliano|3p7PcrEHaaKLJnPUGOtRlT
Banx & Ranx|2uFC1dAj5b0YU7vulKNZ0p
JACKBOYS|7A8S43ryYdbWpJKeHRZRcq
The Ronettes|7CyeXFnOrfC1N6z4naIpgo
Zé Neto & Cristiano|487N2T9nIPEHrlTZLL3SQs
Trio Vegabajeño|5TphiK6LsT4X5NOZxq3NJB
Melanie Martinez|63yrD80RY3RNEM2YDpUpO8
Ab-Soul|0g9vAlRPK9Gt3FKCekk4TW
Fuego|7wU2WGCJ8HxkekHHE2QLul
Madonna|6tbjWDEIzxoDsBA1FuhfPW
Veysel|4VuARVJiWGsH2msKTdsKdQ
Vegedream|4eYnorQRhVHT2KBl2UyHHd
Ghali|3egWSWp7Y4FyCKIyvXbw7L
Dermot Kennedy|5KNNVgR6LBIABRIomyCwKJ
Dan + Shay|7z5WFjZAIYejWy0NI5lv4T
Dolly Parton|32vWCbZh0xZ4o9gkz4PsEU
Sofía Reyes|0haZhu4fFKt0Ag94kZDiz2
Nacho|2ayNSoKPCRAfjp6hQ76hRu
Red Velvet|1z4g3DjTBBZKhvAroFlhOM
Hugo & Guilherme|1LIuN7ov1IBQDdLsU83ojl
THE SCOTTS|2PaZWGu5T5nHjY2xxAkFsT
Bushido|3c96G4d2lUOxhomM2mby5S
Gera MX|2hejA1Dkf8v8R0koF44FvW
Nat King Cole Trio|3OpnoUqoRIHWbsFs4Nw0NQ
Miguel|360IAlyVv4PCEVjgyMZrxK
Daft Punk|4tZwfgrHOc3mvqYlEYSvVi
Joel Corry|6DgP9otnZw5z6daOntINxp
HAIM|4Ui2kfOqGujY81UcPrb5KE
El Alfa|2oQX8QiMXOyuqbcZEFsZfm
Internet Money|6MPCFvOQv5cIGfw3jODMF0
Swae Lee|1zNqQNIdeOUZHb8zbZRFMX
Nio Garcia|5hdhHgpxyniooUiQVaPxQ0
Marilyn Manson|2VYQTNDsvvKN9wmU5W7xpj
Aldair Playboy|6LjdKBMnP1Da8Oe6WhrN56
dvsn|7e1ICztHM2Sc4JNLxeMXYl
Thiaguinho MT|0yApzRdrUqTGqX9MULdnmV
DJ A1|7ao5uJZUsPeVpWlNkkjWyx
Ziv Zaifman|2cQr2KbzdRtIFlfbHGnNsL
MiC LOWRY|0AJUYWKztkg5dnrHDIBv47
Clinton Kane|7okSU80WTrn4LXlyXYbX3P
Brett Eldredge|0qSX3s5pJnAlSsgsCne8Cz
Raí Saia Rodada|0NiaKn55OzJswiYevvlKfz
Kesha|6LqNN22kT3074XbTVUrhzX
Bosh|6Mm2g25BTeJ6BICPFWGkPg
MC Levin|0guw2RGoUqaWKpoCY5DzWY
Takeoff|3EW0kQ1skZiK1NHg3Spt9J
Muse|12Chz98pHFMPJEknJQMWvI
Mr Eazi|4TAoP0f9OuWZUesao43xUW
Joshua Bassett|4VdV2qRAYBLINR6uU72V1J
Gotye|2AsusXITU8P25dlRNhcAbG
Jhené Aiko|5ZS223C6JyBfXasXxrRqOk
Pusha T|0ONHkAv9pCAFxb0zJwDNTy
Tainy|0GM7qgcRCORpGnfcN2tCiB
DripReport|3O5HD95HTEPgoPFOjAb7yV
Cochise|46HzS7yz0c9udVwtbHk1sx
Band Aid 30|6KfzyefHYuqfWaI5taICaN
Chino & Nacho|5NS0854TqZQVoRmJKSWtFZ
MARINA|6CwfuxIqcltXDGjfZsMd9A
RBD|7cjh6y0V9SsyCrWSXTzwOs
Chase Atlantic|7cYEt1pqMgXJdq00hAwVpT
Mud|3cqIsBnzV3BabbPWKz8Txf
Hannah Kerr|5FxshnB3eJ2YDn8xN8zDKq
Wallows|0NIPkIjTV8mB795yEIiPYL
IU|3HqSLMAZ3g3d5poNaI7GOU
MKTO|2l35CQqtYRh3d8ZIiBep4v
ItaloBrothers|5nkYRuiIHg2xXHFC8bfosJ
Ir Sais|4NEThNYJ3WyNcJWcmpjq88
Carnage|7CCjtD0hCK005Bvg2WG1a7
AURORA|1WgXqy2Dd70QQOU7Ay074N
PinkPantheress|78rUTD7y6Cy67W1RVzYs7t
Mason Ramsey|6xvpfMjWTougrRRtK7iikz
Niska|7CUFPNi1TU8RowpnFRSsZV
RM|2auC28zjQyVTsiZKNgPRGs
Eurythmics|0NKDgy9j66h3DLnN8qu1bB
Earth, Wind & Fire|4QQgXkCYTt3BlENzhyNETg
BRADO|0Mh0QuhaJ6WIW0qrJwzMmt
Jamule|4sVieJlKgpZ2k9ESNS5IdN
Mike WiLL Made-It|0NWbwDZY1VkRqFafuQm6wk
Colapesce|2KX2VLr3Eu6sn6EtxzCtvf
Alejandro Fernández|6sq1yF0OZEWA4xoXVKW1L9
G Herbo|5QdEbQJ3ylBnc3gsIASAT5
Whitney Houston|6XpaIBNiVzIetEPCWDvAFP
Alex Rose|2DspEsT7UXGKd2VaaedgG4
Dimitri Vegas & Like Mike|73jBynjsVtofjRpdpRAJGk
Stephanie Poetri|0HS00NN7MAfF59aJnfcxSO
BANNERS|4qWnlmXWuGv2TtuxtIWlJX
EXO|3cjEqqelV9zb4BYE3qDQ4O
Bobby Helms|38EmEgXkgK51MT2tPY0EoC
Erica Banks|2SXhbucehn00OBVKhzxDyM
Clean Bandit|6MDME20pz9RveH9rEXvrOM
Bausa|13bDjug9N0pyv3ZUINjkDV
Sage The Gemini|6d47Z08T4snK50HgTEHo5Z
Michael Schulte|21aa4pj9BvbFB2iT8kRpnq
Alicia Keys|3DiDSECUqqY1AuBP8qtaIa
Jaymes Young|6QrQ7OrISRYIfS5mtacaw2
Aminé|3Gm5F95VdRxW3mqCn8RPBJ
Martin Solveig|1bj5GrcLom5gZFF5t949Xl
Curtis Waters|2JbE7jUIGtpXSzytnyMg6U
*NSYNC|6Ff53KvcvAj5U7Z1vojB5o
Little Nell|213WFYdlgojElnXhDyhwke
13 Organisé|19u3RGWKsjmbg9eI6zAiNp
Miami Yacine|1XKjtpH5P81gpOXDB91IEB
The Rudeboyz|7ciBW1p3KBsYIkFk4UmwS8
Manuel Turizo|0tmwSHipWxN12fsoLcFU3B
Daniel Caesar|20wkVLutqVOYrc0kxFs7rA
Tom Walker|7z2avKuuiMAT4XZJFv8Rvh
Alec Benjamin|5IH6FPUwQTxPSXurCrcIov
Gabry Ponte|5ENS85nZShljwNgg4wFD7D
Murda|2y1VzMKAa5nmfXKtJL9jnj
Miksu / Macloud|76dRoxKtDwYkgCQePok9cU
Super Yei|6HqgxkTt9KGyt27zYrwVan
Mel & Kim|5XnIjshjqYVE2eDVgSt9Ro
MAX|1bqxdqvUtPWZri43cKHac8
MC Fioti|2W6kbe0nm96COrHzNmfLLd
Stevie Wonder|7guDJrEfX3qb6FEbdPA5qi
Alesso|4AVFqumd2ogHFlRbKIjp1t
Tom Petty and the Heartbreakers|4tX2TplrkIP4v05BNC903e
YoungBoy Never Broke Again|7wlFDEWiM5OoIAt8RSli8b
Chris Rea|5KEG7G8LDYlHgFDqZyEEs2
Milly|7kXCcNRLEnblbTAppPraBp
Joakim Lundell|0XNvr6bnNywV946ZKaJtr0
Dayvi|2TWBei99x2tV70bdYbWdAf
MC Bruninho|3shPgAzHMyRwWOkXeoWKeB
UZI|51DevdOxIJin6DB1FXJpD1
Slipknot|05fG473iIaoy82BF1aGhL8
Tai Verdes|2kCO8LXN1usaOPL3iEE28I
Rudimental|4WN5naL3ofxrVBgFpguzKo
Herve Pagez|31JFnMfmvwzZGdEnXaKGek
