track_name|track_uri|danceability|energy|speechiness|instrumentalness|tempo|acousticness|duration_ms|key|liveness|loudness|mode|time_signature|type|valence
@ MEH|5UusfWUMMLEXLMc1ViNZoe|0.876|0.492|0.153|0.000283|151.044|0.0136|166799|11|0.0678|-8.11|0|4|audio_features|0.4
Perfect|5jbDih9bLGmI8ycUKkN5XA|0.769|0.829|0.0661|6.65e-05|159.943|0.00948|100291|0|0.301|-5.228|1|4|audio_features|0.648
How You Like That|6y6k14YN6MbKpGIv1Rk00Q|0.828|0.782|0.0918|3.41e-05|130.013|0.0694|181264|11|0.0544|-4.014|1|4|audio_features|0.351
Just Like You|5IF6IBPqbclVR7SQKmCIyA|0.703|0.628|0.203|0.0|138.032|0.364|205217|0|0.384|-5.914|1|4|audio_features|0.471
Never Be the Same|4eWQlBRaTjPPUlzacqEeoQ|0.637|0.713|0.0747|0.000637|129.923|0.181|226973|0|0.137|-4.333|1|4|audio_features|0.243
Don't Wanna Know|5MFzQMkrl1FOOng9tq6R9r|0.783|0.623|0.08|0.0|100.048|0.338|214480|7|0.0975|-6.126|1|4|audio_features|0.447
Real Friends|4V6MRo0CEAC9MwAm7dkPuL|0.74|0.303|0.117|0.0|91.958|0.835|213933|3|0.0782|-8.612|1|4|audio_features|0.819
Soltera (Remix)|2qMnZF5Ja2WvmfbblByQza|0.795|0.755|0.0454|0.0|92.02|0.327|266192|5|0.464|-4.788|1|4|audio_features|0.816
The Feels|1qE8DOtw7zdXHMgZm20eLM|0.808|0.903|0.0729|0.0|120.044|0.0899|198053|9|0.0816|-2.179|1|4|audio_features|0.922
Memories|2b8fOow8UzyDFAE27YhOZM|0.764|0.32|0.0546|0.0|91.019|0.837|189486|11|0.0822|-7.209|1|4|audio_features|0.575
China|0KkIkfsLEJbrcIhYsCL7L5|0.786|0.808|0.0881|0.000289|105.029|0.0846|301714|7|0.0822|-3.702|1|4|audio_features|0.608
Habiba|6G41AeVgQkpvEbTxN5fNkW|0.898|0.813|0.306|0.0|126.986|0.113|215978|8|0.0854|-5.725|0|4|audio_features|0.771
Love To Hate Me|7iKDsPfLT0d5mu2htfMKBZ|0.686|0.64|0.159|0.0|162.225|0.0334|171798|8|0.0801|-5.491|1|4|audio_features|0.597
everything i wanted|3ZCTVFBt2Brf31RLEnCkWJ|0.704|0.225|0.0994|0.657|120.006|0.902|245426|6|0.106|-14.454|0|4|audio_features|0.243
Stereo Hearts (feat. Adam Levine)|0qOnSQQF0yzuPWsXrQ9paz|0.646|0.795|0.0976|0.0|89.99|0.0319|210960|9|0.267|-3.293|1|4|audio_features|0.796
Casanova|35lIK2q78MSgv3Abb4qAjk|0.709|0.588|0.0721|0.0|143.971|0.0971|206813|1|0.117|-4.461|1|4|audio_features|0.195
Did It Again|4guBZjUyrGoHsTahO3IHdj|0.686|0.561|0.191|0.0|148.775|0.185|116240|10|0.114|-9.929|0|4|audio_features|0.186
Don't Quit (feat. Travis Scott & Jeremih)|4vv1KjUzPwrtDbozizSfQc|0.652|0.827|0.0445|0.0|100.011|0.015|229147|7|0.432|-3.98|0|4|audio_features|0.659
ELMAS|37yAd2kwEI9axbB6UznrOQ|0.791|0.427|0.158|6.17e-05|140.055|0.643|184901|10|0.167|-7.427|0|4|audio_features|0.38
Way 2 Sexy (with Future & Young Thug)|0k1WUmIRnG3xU6fvvDVfRG|0.803|0.597|0.141|4.5e-06|136.008|0.000619|257605|11|0.323|-6.035|0|4|audio_features|0.331
She Will Be Loved - Radio Mix|4llK75pXNWZz6KAho2Gp16|0.651|0.663|0.0281|0.0|102.0|0.228|259453|0|0.0994|-5.569|0|4|audio_features|0.465
The Way I Am|6qNALlmZa1ESnCxJmXE1K9|0.755|0.769|0.186|2.38e-06|114.966|0.314|186080|10|0.0628|-5.658|0|4|audio_features|0.642
no tears left to cry|2qT1uLXPVPzGgFOx4jtEuo|0.699|0.713|0.0594|3.11e-06|121.993|0.04|205920|9|0.294|-5.507|0|4|audio_features|0.354
Who I Want|3vJKLsUYcC7mARUTOMUPaJ|0.77|0.561|0.083|0.0|145.928|0.14|173208|10|0.123|-4.97|0|4|audio_features|0.81
FRIENDS|08bNPGLD8AhKpnnERrAc6G|0.626|0.88|0.0504|0.0|95.079|0.205|202621|9|0.128|-2.384|0|4|audio_features|0.534
How Long - Remix|6ju3FaV3aVLzGzwERKZuFK|0.863|0.631|0.0822|0.0|109.99|0.17|206965|1|0.078|-4.959|0|4|audio_features|0.89
QUELLI CHE NON PENSANO - Il cervello (feat. Coez)|6l1Jnqfu7GAOV4MDgA2bNP|0.623|0.684|0.294|0.0|177.99|0.211|190187|11|0.354|-4.832|0|4|audio_features|0.46
Two High|0Z9HQ8YvHqdeOjTwsR3cS7|0.65|0.765|0.0464|0.00457|107.015|0.0933|213226|11|0.119|-4.603|0|4|audio_features|0.475
Get You The Moon (feat. Snøw)|4ZLzoOkj0MPWrTLvooIuaa|0.498|0.235|0.188|0.0|118.917|0.72|179080|1|0.144|-16.541|0|4|audio_features|0.0895
Freedom (feat. Kendrick Lamar)|6pXcDMr10gh902gPlKuSLv|0.458|0.804|0.294|0.0|84.733|0.0375|289760|2|0.685|-6.421|1|4|audio_features|0.408
Born To Be Yours|4M3FO0ji6Lc8vwD1sgf1nc|0.681|0.709|0.0371|0.0|114.02|0.29|193320|3|0.0979|-5.808|1|4|audio_features|0.456
I Don’t Know Why|15dnkAHcHC0vrIUlbiPiqU|0.475|0.657|0.0708|8.81e-06|132.071|0.0058|190120|2|0.181|-7.381|1|4|audio_features|0.0707
Meant to Be (feat. Florida Georgia Line)|7iDa6hUg2VgEL1o1HjmfBn|0.643|0.783|0.0856|0.0|154.084|0.047|163870|10|0.083|-6.458|1|4|audio_features|0.579
Discoteque|7dMOzsTZOUtOF7W5kLN0gf|0.826|0.799|0.0594|0.00206|115.004|0.0477|180522|5|0.125|-6.12|1|4|audio_features|0.628
Seeing Blind|1CxLWO9XW1aK4yv7zViVdn|0.715|0.566|0.0411|0.0|93.998|0.0375|185281|9|0.107|-7.536|1|4|audio_features|0.509
Let Me Love You|0lYBSQXN6rCTvUZvg9S0lU|0.649|0.716|0.0349|2.63e-05|99.988|0.0863|205947|8|0.135|-5.371|1|4|audio_features|0.163
title track|4kDgnKgZTX6puRz9EoNjle|0.268|0.829|0.101|0.0|199.886|0.00107|165967|7|0.157|-5.17|1|4|audio_features|0.351
Walk On Water (feat. Beyoncé)|5PIBgH1cUFwu5IiUk9tnN9|0.468|0.444|0.291|0.0|76.019|0.796|303640|9|0.619|-10.217|0|3|audio_features|0.637
I Don't Care (with Justin Bieber)|3HVWdVOQ0ZA45FuZGSfvns|0.798|0.675|0.0442|0.0|101.956|0.0912|219947|6|0.0894|-5.041|1|4|audio_features|0.842
ADMV|4j3iq13kHs5PB94jdTp3Y3|0.561|0.39|0.0568|0.0|163.919|0.819|193700|9|0.126|-4.959|1|4|audio_features|0.705
What Other People Say|2h9TDNEXRhcDIV3fsoEVq9|0.652|0.472|0.0399|0.0|126.904|0.158|194890|7|0.121|-8.084|1|4|audio_features|0.24
Drop Out|1O01cSag3DaCGneWQgPBL4|0.95|0.573|0.138|0.0|120.032|0.00306|121000|0|0.0887|-6.31|1|4|audio_features|0.549
Something New (feat. Ty Dolla $ign)|33z5crv3IO5U2BOi8xod92|0.814|0.635|0.0809|0.0|87.581|0.0935|200774|7|0.0892|-6.609|0|4|audio_features|0.784
Simmer|4O2XaXdnpyUPj90lNq1bIR|0.781|0.598|0.043|0.00271|109.97|0.213|266116|7|0.118|-7.418|1|4|audio_features|0.362
Missin You Crazy|4ve2uzqdwnHr20G5YgMMqr|0.716|0.729|0.117|0.0|131.975|0.0991|226693|5|0.0842|-6.313|1|4|audio_features|0.276
Tócame (feat. Arcangel & De La Ghetto)|4cno0k9jDEFpLAQyHNjqVx|0.785|0.74|0.172|8.28e-05|100.057|0.0205|166265|1|0.22|-5.374|1|4|audio_features|0.746
Don't Shut Me Down|3ARUWZ4hryYXhp6X7KHcaD|0.727|0.575|0.0286|0.0|99.991|0.105|236293|0|0.113|-8.247|1|4|audio_features|0.55
This Feeling (feat. Kelsea Ballerini)|6LKYeyLt4G4SlZ6OJwFhVS|0.539|0.651|0.0432|0.0|105.159|0.0651|199227|1|0.0662|-5.304|1|4|audio_features|0.474
rockstar|2U7Hu2RaNQNRi7izoJyZaX|0.578|0.532|0.066|8.97e-05|159.784|0.117|218320|5|0.143|-6.636|0|4|audio_features|0.12
Oh Santa! (feat. Ariana Grande & Jennifer Hudson)|2VkuxjlbnbaBiWYpdBGVol|0.648|0.938|0.115|1.28e-06|78.496|0.0339|200467|1|0.0564|-3.298|1|4|audio_features|0.849
After Dark|4IvenHmD0spfFDOKphoUDp|0.65|0.429|0.192|0.0|141.855|0.0386|289560|2|0.139|-13.071|1|4|audio_features|0.333
The Christmas Song (Merry Christmas To You)|4PS1e8f2LvuTFgUs1Cn3ON|0.319|0.21|0.0341|8.06e-05|78.696|0.92|192160|1|0.138|-15.231|1|4|audio_features|0.209
Teardrops|3WATWS2Ywo5HeHtG0bE2iZ|0.497|0.916|0.108|0.0|96.051|0.000323|215004|7|0.36|-3.323|1|4|audio_features|0.401
I Knew You Were Trouble (Taylor's Version)|6tNSmBKSjFV1366ASuULfZ|0.584|0.557|0.0342|0.0|154.008|0.0129|219760|6|0.0576|-6.371|1|4|audio_features|0.767
That Way - Bonus Track|2ajzBr7vwHTEBeqDzcsNRC|0.712|0.598|0.0388|0.0|130.007|0.0546|212354|7|0.154|-5.368|0|4|audio_features|0.504
abcdefu|4fouWK6XVHhzl78KzQ1UjL|0.695|0.54|0.0493|0.0|121.932|0.299|168602|4|0.367|-5.692|1|4|audio_features|0.415
SKYBOX|4jMPZl0GrSFgbogJ0C6sNG|0.78|0.635|0.17|0.0|140.997|0.132|178093|1|0.1|-7.917|1|4|audio_features|0.371
So Good (& Metro Boomin)|0fWBFDRTIuk8ZgNdZqhCer|0.619|0.404|0.441|0.0|90.008|0.0144|268720|8|0.115|-8.333|0|4|audio_features|0.566
I Like Me Better|2P91MQbaiQOfbiz9VqhqKQ|0.752|0.505|0.253|2.55e-06|91.97|0.535|197437|9|0.104|-7.621|1|4|audio_features|0.419
NO CHÃO NOVINHA|7ARoqP7G8UYW8SyYPyPp7k|0.703|0.806|0.0594|0.00661|141.984|0.06|136901|7|0.375|-3.563|1|4|audio_features|0.704
Runnin' with the Devil - 2015 Remaster|3KhF2YiNpJvGpfiCW45R6D|0.472|0.9|0.0582|0.000297|95.826|0.148|214960|8|0.34|-6.406|0|4|audio_features|0.42
Lucid Dreams|32iYwQ4OYiurnGnOfJ1aEh|0.437|0.481|0.237|0.0|83.606|0.377|239947|11|0.33|-9.681|0|4|audio_features|0.216
Lot to Learn|3TRFq09DUgYj1mug6RRqJW|0.405|0.846|0.195|0.0|82.232|0.0948|248337|6|0.0666|-3.57|1|4|audio_features|0.602
Done for Me (feat. Kehlani)|1lsBTdE6MGsKeZCD6llNu7|0.856|0.632|0.074|0.0|112.009|0.193|180493|6|0.0688|-3.692|0|4|audio_features|0.697
Open It Up|2LOkdHHNKdEx24cQELBaD8|0.767|0.869|0.0645|0.0|125.007|0.276|245798|10|0.413|-3.87|0|4|audio_features|0.474
Cada Quien|2CGbKCiVUTHxhIJtP6Gvdi|0.714|0.805|0.0469|0.0|110.082|0.214|196387|3|0.112|-3.849|1|3|audio_features|0.749
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)|1EJIcDYXwSqipW5dFe4uJz|0.477|0.727|0.286|0.0|150.062|0.000866|236524|2|0.108|-4.053|1|4|audio_features|0.227
Still Learning|2Mfv5HaqnI18Q9JRv9hqnn|0.708|0.661|0.0546|0.000244|102.046|0.0396|211784|0|0.113|-6.543|0|4|audio_features|0.317
DANCE CRIP|1kjs5eR4DMzyB0gm1Z8waV|0.857|0.766|0.0978|0.0|106.024|0.108|165019|0|0.0817|-3.699|1|4|audio_features|0.864
Nota de Repúdio - Ao Vivo|3agFBAMPiIvzfTh7a9Udm6|0.811|0.807|0.1|0.0|115.01|0.381|164949|4|0.977|-2.681|1|4|audio_features|0.766
Arose|0chdEzeIcgfNYbWJBpgvzR|0.612|0.904|0.429|0.0|75.801|0.182|274627|4|0.17|-6.076|0|4|audio_features|0.555
Tic Tac Toe (feat. Kodak Black)|35J4wXQeRuHNOEArMy6FOe|0.821|0.72|0.222|7.07e-06|150.039|0.00902|185261|10|0.158|-4.606|0|4|audio_features|0.285
SUN GOES DOWN|6btdl1Vl6Ta5lUwUSOFW2H|0.549|0.643|0.0543|1.21e-05|174.041|0.0792|168034|9|0.107|-6.808|1|4|audio_features|0.123
Don't Look Back in Anger - Remastered|0UvCh63URrLFcPkKt99hHd|0.327|0.938|0.0645|3.79e-06|162.937|0.0708|289560|0|0.148|-3.237|1|4|audio_features|0.326
Another Love|7jtQIBanIiJOMS6RyCx6jZ|0.442|0.538|0.0451|2.95e-05|122.758|0.717|244360|4|0.09|-8.55|0|4|audio_features|0.139
Funny|4FYbo4yQzu3hGkj2Ix4ucW|0.664|0.66|0.0243|0.0|99.946|0.512|221466|5|0.26|-4.646|1|4|audio_features|0.355
British|3eIRxkHV1xKsSJ8WWFfGjE|0.84|0.488|0.168|8.39e-05|95.987|0.00875|188850|9|0.0474|-7.717|1|4|audio_features|0.307
Work from Home (feat. Ty Dolla $ign)|4tCtwWceOPWzenK2HAIJSb|0.803|0.585|0.0432|3.94e-06|105.017|0.103|214480|8|0.0644|-5.861|1|4|audio_features|0.593
Floor 555|6r7ULK6c5CLVvImjTIztl1|0.695|0.686|0.0478|0.0023|105.219|0.000424|93447|9|0.365|-8.147|0|4|audio_features|0.354
Slide Around|0QBRshHeQLEThdj2TqxM9n|0.869|0.67|0.215|0.0|162.999|0.0912|270992|11|0.0955|-5.505|0|4|audio_features|0.49
Flooded|2nwp9gU9ZGyKRzMswpfc7k|0.952|0.504|0.403|0.0|135.078|0.00874|270213|10|0.116|-6.716|0|4|audio_features|0.332
...Ready For It?|2yLa0QULdQr0qAIvVwN6B5|0.613|0.764|0.136|0.0|160.015|0.0527|208187|2|0.197|-6.509|1|4|audio_features|0.417
Skinny Love|3ZMv9EzGoteNi5Qnx0KpEO|0.591|0.259|0.0481|3.11e-06|76.396|0.837|232427|4|0.135|-14.061|0|4|audio_features|0.108
Ink Blot|36vMHXKIom4mwAlQqoD0sh|0.749|0.695|0.1|6.57e-06|144.065|0.0538|156293|11|0.617|-6.592|0|4|audio_features|0.416
DUMMY|3uPuEFKEzGTn628CCQZUCF|0.72|0.628|0.0718|5.35e-06|90.985|0.0775|155653|5|0.0976|-7.192|0|4|audio_features|0.591
Rojo|380HmhwTE2NJgawn1NwkXi|0.663|0.598|0.17|8.02e-05|172.245|0.193|150720|11|0.0856|-4.042|1|4|audio_features|0.4
Robbery|6Hj9jySrnFppAI0sEMCZpJ|0.685|0.692|0.0457|0.0|159.966|0.328|240051|2|0.153|-5.122|1|5|audio_features|0.578
I Won't Back Down|7gSQv1OHpkIoAdUiRLdmI6|0.765|0.476|0.0329|2.76e-06|114.02|0.0504|178360|7|0.165|-13.487|1|4|audio_features|0.965
Love U Better (feat. Lil Wayne & The-Dream)|270aLuFCbX32hhBr8MQyPM|0.645|0.541|0.0385|0.0|95.061|0.0802|181880|10|0.325|-6.312|0|4|audio_features|0.411
Rollin (feat. Future & Khalid)|0lMbuWUpfTWhEmOKxppEau|0.753|0.76|0.0859|3.13e-05|91.953|0.446|272653|6|0.182|-4.518|0|4|audio_features|0.657
What It Feels Like|7iNGwN4yuxATUtv0qYXJ8Q|0.46|0.733|0.13|1.65e-06|89.669|0.032|275163|1|0.109|-4.579|0|4|audio_features|0.0792
FANCY|2FXd6kKCtBIc6UfN1gH1pA|0.697|0.874|0.045|0.0|132.022|0.0122|213886|5|0.627|-2.15|0|4|audio_features|0.775
16 Lines|6akBF8JWM8lrpqejdwIfYI|0.607|0.45|0.0338|1.12e-05|105.992|0.0663|244907|0|0.107|-8.507|1|4|audio_features|0.121
Polvo|68mrW6gXHgupgSiDHgaDi5|0.763|0.621|0.066|2.94e-06|82.042|0.0105|211130|11|0.106|-6.169|0|4|audio_features|0.582
500 PS|4UOXo3xWnxYdTf3sFyRaUG|0.805|0.924|0.0439|0.00448|139.976|0.391|181971|7|0.0902|-5.883|0|4|audio_features|0.836
Begin Again (Taylor's Version)|05GsNucq8Bngd9fnd4fRa0|0.519|0.527|0.0274|0.0|78.915|0.075|238867|7|0.132|-7.673|1|4|audio_features|0.267
God's Plan|2VWbHHhWnMzKWPUs4IEEW9|0.754|0.449|0.108|7.84e-05|77.167|0.0329|198973|7|0.55|-9.212|1|4|audio_features|0.35
Higher Love|1kKYjjfNYxE0YYgLa7vgVY|0.693|0.678|0.0324|5.71e-06|103.952|0.0151|228267|8|0.101|-7.159|1|4|audio_features|0.404
Baby, It's Cold Outside|4MrfQL4TYQXJBlZYpAHTuE|0.469|0.196|0.0571|0.0|130.036|0.882|143733|0|0.0513|-16.093|1|3|audio_features|0.537
Hypnotised|5LXj9Ch3O9ATm1NoHT8GXn|0.513|0.683|0.032|0.739|120.056|0.339|355172|5|0.0871|-6.185|1|4|audio_features|0.153
Love No More|15fZrZhdK0g1BS9sDeW6sD|0.767|0.678|0.054|4.82e-05|121.01|0.0221|168636|0|0.258|-6.249|1|4|audio_features|0.217
My Head & My Heart|1KixkQVDUHggZMU9dUobgm|0.614|0.934|0.07|0.0|116.001|0.0697|174760|9|0.121|-3.709|0|4|audio_features|0.436
No Es Justo|5qFeMRz4TvetPmzjre9Dq7|0.684|0.811|0.0714|0.000363|87.866|0.161|250840|7|0.0871|-4.494|1|4|audio_features|0.721
Bad At Love|2TBQoW7s6iwKcg139ssqie|0.664|0.753|0.0323|0.0|118.253|0.057|181279|0|0.088|-3.589|1|4|audio_features|0.54
...Ready For It?|4vVb2D6RYL669h7tLYOKwx|0.613|0.764|0.136|0.0|160.015|0.0527|208187|2|0.197|-6.509|1|4|audio_features|0.417
Starlight (Taylor's Version)|7A2cNLRT0YJc1yjxHlKihs|0.628|0.685|0.0358|0.0|126.014|0.00324|220413|4|0.18|-5.864|1|4|audio_features|0.605
Panama - 2015 Remaster|05RgAMGypEvqhNs5hPCbMS|0.526|0.978|0.108|4.75e-05|141.167|0.00122|210227|8|0.0744|-5.436|1|4|audio_features|0.451
Believer|0pqnGHJpmpxLKifKRmU6WP|0.776|0.78|0.128|0.0|124.949|0.0622|204347|10|0.081|-4.374|0|4|audio_features|0.666
Playing Games (with Bryson Tiller) - Extended Version|2xyx0o4xNOLLjBSbOOdcbA|0.726|0.408|0.0614|0.0|115.918|0.603|143227|11|0.225|-6.606|0|4|audio_features|0.459
Hipócrita|6XBjCetHKdO5L9cwMDVffw|0.79|0.858|0.0471|0.0|92.05|0.303|192000|2|0.61|-2.78|1|4|audio_features|0.79
ALÔ AMBEV - funk remix|4yD8WmB9NJVz1qYLD98iS1|0.816|0.777|0.167|1.13e-06|130.126|0.27|141260|11|0.577|-1.864|1|4|audio_features|0.805
Black Panther|3vKU0GTHo5nl3kTCYAiqc3|0.612|0.588|0.355|3.85e-06|90.251|0.62|130613|1|0.264|-9.355|1|4|audio_features|0.48
CHIAMAMI PER NOME|7mRh8GlpYlZB6pYliqn2a5|0.624|0.555|0.0554|0.0|89.973|0.42|222800|10|0.138|-6.625|1|4|audio_features|0.237
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)|4kKdvXD0ez7jp1296JmAts|0.652|0.259|0.0595|0.0|142.169|0.903|155453|2|0.362|-13.336|1|4|audio_features|0.836
Passionfruit|5mCPDVBb16L4XQwDdbRUpz|0.809|0.463|0.0396|0.085|111.98|0.256|298941|11|0.109|-11.377|1|4|audio_features|0.364
Marmalade (feat. Lil Yachty)|0RYXEibxMami3QuT8kn4Iz|0.922|0.583|0.0753|0.0|136.043|0.0098|261615|5|0.0962|-4.982|1|4|audio_features|0.494
Bad Girls (feat. Gucci Mane)|0hCHNYL8ApQCGNwJrYN1FY|0.771|0.761|0.047|0.0|131.01|0.208|219664|1|0.091|-4.727|0|4|audio_features|0.277
Bout A Million (feat. 42 Dugg & 21 Savage)|4LaGu95Ui2s4vprSQYWUAZ|0.716|0.67|0.101|0.0|145.043|0.526|203586|0|0.13|-6.995|0|4|audio_features|0.411
One Right Now (with The Weeknd)|00Blm7zeNqgYLPtW6zg8cj|0.687|0.781|0.053|0.0|97.014|0.0361|193507|1|0.0755|-4.806|1|4|audio_features|0.688
Dinero|3ggtU1ZOKO8ZNiqPNyXGcm|0.708|0.782|0.0674|0.0|119.997|0.00772|160880|2|0.107|-4.687|1|4|audio_features|0.484
Burn|0QwKxajohg1rAMMmv1AWe1|0.354|0.475|0.0425|0.034|114.975|0.149|217222|1|0.21|-9.333|0|4|audio_features|0.0393
One|5C1TucCRf4Vjjree1OItyv|0.708|0.339|0.0409|0.0|117.995|0.834|179908|9|0.128|-7.085|1|4|audio_features|0.512
TELÉFONO|5h8VHxOBK1VWWj46T8fSly|0.691|0.829|0.158|0.000177|172.161|0.102|163294|11|0.0698|-4.627|0|4|audio_features|0.564
Ex (feat. YG)|1Mb187X5w3OUQNH6P5M28Y|0.77|0.426|0.0473|0.0|102.056|0.0116|163133|5|0.273|-5.717|0|4|audio_features|0.523
Selfish|4PV0uE5pZSh44E3NqNNDEH|0.375|0.461|0.0279|0.0|75.217|0.627|223270|9|0.386|-6.202|1|4|audio_features|0.233
SICKO MODE - Skrillex Remix|0u695M7KyzXaPIjpEbxOkB|0.651|0.833|0.172|0.0|155.051|0.0214|304512|1|0.14|-3.356|1|4|audio_features|0.443
Rooting For You|1spZPzBLYeVTvd0iDWXgC2|0.763|0.527|0.123|0.00384|156.047|0.0562|176080|6|0.0918|-6.779|1|4|audio_features|0.493
Pa' La Cultura|3MR5Lnhd6uCIgLXSK7nmyX|0.755|0.854|0.0517|1.58e-05|105.038|0.0249|235603|9|0.389|-4.288|0|4|audio_features|0.588
Juro Que|3ZwQCZ2LuYwuQ6R1p1CJ3w|0.645|0.495|0.107|0.000534|81.852|0.845|170075|11|0.333|-6.77|0|4|audio_features|0.627
Ok Ok pt 2|1QCqedB1ibmRO9x7Ikb5LI|0.641|0.473|0.422|2.14e-06|82.295|0.406|204630|11|0.13|-9.068|0|4|audio_features|0.412
One More Light|3xXBsjrbG1xQIm1xv1cKOt|0.593|0.2|0.0311|0.0|83.966|0.904|255067|8|0.0897|-11.063|1|4|audio_features|0.17
Here We Come a-Caroling / We Wish You a Merry Christmas|4LUAIXN6bpnEVaJZOLfuDt|0.571|0.166|0.0471|0.0|93.914|0.978|94733|8|0.253|-16.883|1|3|audio_features|0.707
u love u (with Tate McRae)|1xBQDoxqFyloelbnfju8na|0.544|0.704|0.0435|0.0|80.029|0.0156|189062|4|0.164|-5.678|0|4|audio_features|0.265
THATS WHAT I WANT|0e8nrvls4Qqv5Rfa2UhqmO|0.737|0.846|0.22|0.0|87.981|0.00614|143901|1|0.0486|-4.51|0|4|audio_features|0.546
Underneath the Tree|3nAp4IvdMPPWEH9uuXFFV5|0.509|0.812|0.0537|1.99e-05|159.876|0.0013|229640|8|0.214|-5.438|1|4|audio_features|0.689
She Bad|0CfmNX2TXk7yoJqHJiixnp|0.791|0.504|0.266|0.0|159.949|0.0183|230953|10|0.0963|-7.864|1|4|audio_features|0.355
goodnight n go|14kYOiFVPb7E7NfFbqhdln|0.708|0.454|0.0395|0.0|110.963|0.0217|189507|1|0.073|-7.07|1|4|audio_features|0.24
By Your Side (feat. Tom Grennan)|0vR2rIVORmgeKiGIgNT0fV|0.733|0.96|0.0295|0.00199|124.01|0.0514|189672|7|0.287|-3.597|1|4|audio_features|0.811
Sensualidad|5hcisvFMidkMJlElTO9Qmw|0.807|0.681|0.0983|0.0|140.006|0.423|297485|11|0.0962|-6.268|1|4|audio_features|0.676
Lance Individual|7GLWWrk1YlkPYqJK3ynIA0|0.752|0.62|0.0509|0.0|117.399|0.309|164459|5|0.075|-5.536|1|4|audio_features|0.962
Run Me Dry|5GG3knKdxKWrNboRijxeKF|0.646|0.756|0.488|3e-05|193.88|0.393|169267|9|0.202|-9.017|0|4|audio_features|0.602
Sauce It Up|1uL78kFWxhz3umTMWJu8n5|0.813|0.528|0.313|0.0|79.532|0.0715|207039|6|0.125|-6.305|0|4|audio_features|0.131
Unica|33b2wX9d0kxqxhi7lcsC1A|0.653|0.859|0.0449|0.0|174.038|0.212|218387|0|0.111|-3.048|1|4|audio_features|0.706
Did You See|6DXEZzM4wBa3EOl0NCNSvz|0.579|0.579|0.394|0.0|104.757|0.387|181413|11|0.17|-6.787|0|4|audio_features|0.842
Favorito|0jT8Nl0shPS8115is0wD2Q|0.606|0.853|0.0545|0.0|178.043|0.237|209766|9|0.251|-2.975|1|4|audio_features|0.822
Lose You To Love Me|4l0Mvzj72xxOpRrp6h8nHi|0.488|0.343|0.0436|0.0|102.819|0.556|206459|4|0.21|-8.985|1|4|audio_features|0.0978
Allein|4tW7mc0pab35DznfVlr3px|0.799|0.583|0.115|5.93e-06|119.93|0.75|222900|7|0.136|-7.199|0|4|audio_features|0.322
Wake Up in the Sky|2G1tXoGBaEMJ7FKGnkf6ud|0.8|0.578|0.0485|0.0|143.01|0.00381|203161|4|0.367|-5.144|0|4|audio_features|0.367
Eyes Closed|2WQn7Yvs728KZmmY6tgWqH|0.581|0.684|0.0429|1.93e-05|129.966|0.0179|202439|1|0.0849|-4.962|0|4|audio_features|0.0397
Thotiana|3oh6SCCeLuXhFpEyepla6G|0.906|0.382|0.269|0.0|104.025|0.18|129264|10|0.113|-12.89|0|4|audio_features|0.391
Make It Hot|0QopfywHKJZH8bnt8Cj9qr|0.753|0.765|0.0403|0.025|97.0|0.00279|168398|11|0.696|-4.648|1|4|audio_features|0.497
Broke In A Minute|2ZrAjMSmlbDIil0JaVgTHh|0.929|0.7|0.0906|0.0|120.009|0.144|132024|0|0.349|-5.595|0|4|audio_features|0.802
Heaven|0vrmHPfoBadXVr2n0m1aqZ|0.592|0.873|0.0275|0.00982|122.011|0.0715|277262|9|0.142|-5.65|1|4|audio_features|0.516
Amantes de una Noche|2iCOdoyDmWG3hWkbtH1KB2|0.567|0.73|0.213|1.73e-06|87.237|0.353|225520|9|0.154|-6.748|0|4|audio_features|0.525
God Is|6xRWoYwfwIKnT8bQGzKbxR|0.656|0.637|0.0256|0.0|105.037|0.34|203141|1|0.187|-3.867|1|4|audio_features|0.267
Piece Of Your Heart|5p1ex0pXv6jSPJ6QbumQpD|0.677|0.744|0.0295|0.00016|124.08|0.0404|152913|10|0.074|-6.806|0|4|audio_features|0.631
Freaks|0HUTL8i4y4MiGCPId7M7wb|0.346|0.944|0.0485|0.565|179.63|4.16e-05|147036|9|0.0546|-9.874|1|4|audio_features|0.403
Off The Grid|6LNoArVBBVZzUTUiAX2aKO|0.546|0.64|0.37|0.0|137.728|0.0438|339250|8|0.137|-5.582|1|4|audio_features|0.63
Tie Me Down (with Elley Duhé)|4QVS8YCpK71R4FsxSMCjhP|0.548|0.839|0.0644|0.0|98.932|0.135|218296|6|0.102|-2.371|1|4|audio_features|0.314
Sugar Wraith|0MrRAUcB8AZiB9ue2VOBYe|0.606|0.775|0.0671|0.0|164.02|0.262|228147|5|0.1|-4.269|0|4|audio_features|0.307
Take Yourself Home|6YndZBGmLySgsVScckWkmO|0.364|0.606|0.0831|0.000322|99.73|0.0748|249370|5|0.106|-9.188|0|4|audio_features|0.289
Say You Won't Let Go|5uCax9HTNlzGybIStD3vDh|0.358|0.557|0.059|0.0|85.043|0.695|211467|10|0.0902|-7.398|1|4|audio_features|0.494
